v1,iso3c,year,code_country,ref_y,country,cbi_g,imf,tyh_vote,tyh_seats,dalton_vote,dalton_seats,knutsen_vote,knutsen_seats,vdem_pol,dalton_op,election,gdppc,gdp_growth,inflation,unemployment,gini,pr_system,idea_es_legislature,idea_es_president,lib_dem_index,elect_dem_index,legislativesize,dist_mag_mean,gcdodtotlgdzs,longitude,latitude,income,lending,gdppc_wb,gdpgrowth_wb,gdpconstant_wb,domesticcredit,debt,currentacc,pop,trade,fdi,spending,vol_growth,log_inflation,pol_sq,ln_inflation,log_gdp,vol_inf,vol_spending
67,BRA,2002,3,0,Brazil,0.25488,1.00000,,,,,,,-0.185,5.808,1,10245.1,1.709,8.45,9.37,58.1,PR,List PR,TRS,0.748,0.869,513,19,,-47.9292,-15.7801,Upper middle income,IBRD,6904.625,3.053462,1.24E+12,29.64514,,-1.5972,52.57792,27.61836,3.253581,19.80966,1.663565,2.134166,0.034225,2.134166,27.84584,1.61,0.4663677
68,BRA,2003,3,1,Brazil,0.25488,0.00000,1.193,1.423,2.427,2.651,0.818,0.992,-0.185,5.865,0,10354.6,-0.123,14.71,9.99,57.6,PR,List PR,TRS,0.749,0.869,513,19,,-47.9292,-15.7801,Upper middle income,IBRD,6896.137,1.140829,1.25E+12,27.68567,,0.6426664,51.72326,28.14038,1.813401,19.07748,1.912633,2.688528,0.034225,2.688528,27.85718,6.26,0.7321835
69,BRA,2004,3,0,Brazil,0.25488,0.00000,1.193,1.423,2.427,2.651,0.818,0.992,-0.185,4.56,0,10949.7,4.497,6.6,9.11,56.5,PR,List PR,TRS,0.749,0.869,513,19,,-47.9292,-15.7801,Upper middle income,IBRD,7206.262,5.759964,1.33E+12,29.37277,,1.657373,50.89022,29.67825,2.713532,18.46758,4.619135,1.88707,0.034225,1.88707,27.91319,8.110001,0.6098938
70,BRA,2005,3,0,Brazil,0.25488,0.00000,1.193,1.423,2.427,2.651,0.818,0.992,-0.185,5.136,0,11305.8,2.026,6.87,9.57,56.3,PR,List PR,TRS,0.789,0.884,513,19,,-47.9292,-15.7801,Upper middle income,IBRD,7352.283,3.202132,1.37E+12,31.83978,,1.552582,50.07624,27.0868,1.733894,18.89,2.557832,1.927164,0.034225,1.927164,27.94471,0.27,0.4224167
71,BRA,2006,3,0,Brazil,0.25488,0.00000,1.193,1.423,2.427,2.651,0.818,0.992,-0.185,4.55,1,11766.6,2.835,4.18,8.64,55.6,PR,List PR,TRS,0.788,0.884,513,19,63.95236,-47.9292,-15.7801,Upper middle income,IBRD,7560.702,3.961989,1.42E+12,35.42517,63.95236,1.181715,49.24145,26.0417,1.753125,19.03892,0.7598567,1.430311,0.034225,1.430311,27.98356,2.69,0.1489162
72,BRA,2007,3,1,Brazil,0.25488,0.00000,0.657,1.505,1.801,2.726,0.564,0.946,-0.185,4.387,0,12500,4.975,3.64,8.33,54.9,PR,List PR,TRS,0.78,0.875,513,19,62.45168,-47.9292,-15.7801,Upper middle income,IBRD,7936.824,6.06987,1.51E+12,40.69094,62.45168,0.0303904,48.45965,25.29261,3.190827,18.94299,2.107882,1.291984,0.034225,1.291984,28.04249,0.5399997,0.0959301
73,BRA,2008,3,0,Brazil,0.25488,0.00000,0.657,1.505,1.801,2.726,0.564,0.946,-0.185,3.89,0,13164,4.054,5.68,7.34,54,PR,List PR,TRS,0.78,0.875,513,19,60.65593,-47.9292,-15.7801,Upper middle income,IBRD,8258.616,5.094195,1.59E+12,45.78226,60.65593,-1.824175,47.71545,27.25757,2.990609,18.83939,0.9756751,1.736951,0.034225,1.736951,28.09217,2.04,0.1035938
74,BRA,2009,3,0,Brazil,0.25488,0.00000,0.657,1.505,1.801,2.726,0.564,0.946,-0.185,4.347,0,13180.9,-1.082,4.89,8.52,53.7,PR,List PR,TRS,0.78,0.875,513,19,63.80783,-47.9292,-15.7801,Upper middle income,IBRD,8169.262,-0.125812,1.58E+12,47.49429,63.80783,-1.585418,46.99179,22.10598,1.888482,19.65064,5.220007,1.587192,0.034225,1.587192,28.09092,0.79,0.811245
75,BRA,2010,3,0,Brazil,0.25488,0.00000,0.657,1.505,1.801,2.726,0.564,0.946,0.119,3.535,1,14215.6,6.524,5.04,,,PR,List PR,TRS,0.786,0.881,513,19,61.31878,-47.9292,-15.7801,Upper middle income,IBRD,8702.255,7.528226,1.70E+12,52.76466,61.31878,-3.587269,46.2933,22.77218,3.730012,19.01686,7.654038,1.617406,0.014161,1.617406,28.1635,0.1500001,0.6337814
76,BRA,2011,3,1,Brazil,0.25488,0.00000,1.345,1.435,2.577,2.662,0.902,0.972,0.119,3.938,0,14831,3.026,6.64,6.92,52.9,PR,List PR,TRS,0.795,0.887,513,19,59.34166,-47.9292,-15.7801,Upper middle income,IBRD,8965.62,3.974423,1.77E+12,58.07849,59.34166,-2.923672,45.65736,23.9344,3.915179,18.66926,3.553803,1.893112,0.014161,1.893112,28.20247,1.6,0.3476009
77,BRA,2012,3,0,Brazil,0.25488,0.00000,1.345,1.435,2.577,2.662,0.902,0.972,0.119,3.938,0,14985,1.015,5.4,7.19,53.5,PR,List PR,TRS,0.789,0.878,513,19,59.84949,-47.9292,-15.7801,Upper middle income,IBRD,9056.58,1.921176,1.81E+12,62.51929,59.84949,-3.4249,45.07955,25.11427,3.754962,18.5301,2.053247,1.686399,0.014161,1.686399,28.2215,1.24,0.1391525
78,BRA,2013,3,0,Brazil,0.25488,0.00000,1.345,1.435,2.577,2.662,0.902,0.972,1.046,3.115,0,15306,2.109,6.2,6.98,52.8,PR,List PR,TRS,0.795,0.884,513,19,57.22841,-47.9292,-15.7801,Upper middle income,IBRD,9247.573,3.004823,1.86E+12,64.23058,57.22841,-3.234783,44.56022,25.78596,3.041509,18.89248,1.083647,1.824549,1.094116,1.824549,28.25111,0.7999997,0.3623753
79,BRA,2014,3,0,Brazil,0.25488,0.00000,1.345,1.435,2.577,2.662,0.902,0.972,1.389,3.115,1,15258,-0.352,6.33,6.66,52.1,PR,List PR,TRS,0.793,0.883,513,19,58.45727,-47.9292,-15.7801,Upper middle income,IBRD,9214.978,0.5039557,1.87E+12,66.02851,58.45727,-4.139962,44.1117,24.68541,3.571353,19.15354,2.500867,1.8453,1.929321,1.8453,28.25614,0.1300001,0.2610607
80,BRA,2015,3,0,Brazil,0.25488,0.00000,,,,,,,1.389,4.245,0,15826,-4.351,9.03,8.43,51.9,PR,List PR,TRS,0.785,0.876,513,19,67.53755,-47.9292,-15.7801,Upper middle income,IBRD,8813.99,-3.545763,1.80E+12,66.8297,67.53755,-3.040103,43.7481,26.95363,3.59215,19.77682,4.049719,2.200552,1.929321,2.200552,28.22004,2.7,0.6232796
81,BRA,2016,3,0,Brazil,0.25488,0.00000,,,,,,,2.305,5.367,0,13873,-4.069,8.74,11.6,53.3,PR,List PR,TRS,0.69,0.806,513,19,73.4188,-47.9292,-15.7801,Upper middle income,IBRD,8455.313,-3.275917,1.74E+12,62.19401,73.4188,-1.362997,43.57751,24.53368,4.137379,20.3793,0.2698467,2.16791,5.313025,2.16791,28.18673,0.29,0.602478
82,BRA,2017,3,0,Brazil,0.25488,0.00000,,,,,,,2.305,4.404,0,13951.6,0.508,3.45,12.82,53.3,PR,List PR,TRS,0.626,0.772,513,19,,-47.9292,-15.7801,Upper middle income,IBRD,8498.294,1.322869,1.77E+12,59.48431,,-1.067755,43.45006,24.31973,3.33826,20.16191,4.598786,1.238374,5.313025,1.238374,28.19987,5.29,0.217392
83,BRA,2018,3,0,Brazil,0.25488,0.00000,,,,,,,2.993,5.363,1,14033.6,0.526,3.66,12.33,53.9,PR,List PR,TRS,0.599,0.762,513,19,,-47.9292,-15.7801,Upper middle income,IBRD,8582.339,1.783667,1.80E+12,60.21835,,-2.684327,43.38338,28.8762,4.077487,19.89509,0.4607977,1.297463,8.958049,1.297463,28.21755,0.21,0.2668171
84,BRA,2019,3,0,Brazil,0.25488,0.00000,,,,,,,2.993,,0,,0.379,3.73,11.93,53.4,PR,List PR,TRS,0.523,0.693,513,19,,-47.9292,-15.7801,Upper middle income,IBRD,8622.066,1.220778,1.82E+12,62.7905,,-3.471431,43.39138,28.89026,3.692673,19.98358,0.5628889,1.316408,8.958049,1.316408,28.22968,0.0699999,0.0884933
85,CHL,1992,4,0,Chile,0.81900,0.00000,,,,,,,-1.649,,0,11773.3,9.347,15.43,4.35,54.8,PR,List PR,TRS,0.76,0.828,120,2,,-70.6475,-33.475,High income,IBRD,6271.955,11.16671,8.61E+10,,,-2.081832,56.35831,56.25405,2.036579,9.673893,,2.736314,2.719201,2.736314,25.1782,,
86,CHL,1993,4,0,Chile,0.81900,0.00000,,,,,,,-1.649,,1,12296.9,4.868,12.73,4.49,,PR,List PR,TRS,0.756,0.825,120,2,,-70.6475,-33.475,High income,IBRD,6577.279,6.588784,9.17E+10,,,-5.17711,56.29766,53.60907,2.098066,10.03354,4.577924,2.543961,2.719201,2.543961,25.242,2.700001,0.3596497
87,CHL,1994,4,1,Chile,0.81900,0.00000,1.319,1.604,2.552,2.814,0.918,1.125,-1.649,,0,12692.6,3.389,11.44,5.87,56.4,PR,List PR,TRS,0.794,0.86,120,2,,-70.6475,-33.475,High income,IBRD,6800.159,5.030198,9.63E+10,,,-2.783799,56.19161,53.21503,4.529331,9.948696,1.558586,2.437116,2.719201,2.437116,25.29108,1.29,0.0848465
88,CHL,1995,4,0,Chile,0.81900,0.00000,1.319,1.604,2.552,2.814,0.918,1.125,-1.649,4.279,0,13715.9,7.308,8.23,4.7,,PR,List PR,TRS,0.794,0.86,120,2,,-70.6475,-33.475,High income,IBRD,7297.139,8.933296,1.05E+11,,,-1.837514,56.01321,54.96715,4.026029,9.8291,3.903098,2.107786,2.719201,2.107786,25.37664,3.21,0.1195965
89,CHL,1996,4,0,Chile,0.81900,0.00000,1.319,1.604,2.552,2.814,0.918,1.125,-1.973,4.025,0,14433.3,5.291,7.36,7.41,54.9,PR,List PR,TRS,0.795,0.86,120,2,,-70.6475,-33.475,High income,IBRD,7683.229,6.802917,1.12E+11,,,-3.923228,55.80516,53.92075,6.127462,11.30424,2.13038,1.99606,3.892729,1.99606,25.44246,0.8699994,1.475139
90,CHL,1997,4,0,Chile,0.81900,0.00000,1.319,1.604,2.552,2.814,0.918,1.125,-1.973,3.93,1,15079.8,5.983,6.13,7.14,,PR,List PR,TRS,0.795,0.86,120,2,,-70.6475,-33.475,High income,IBRD,8140.184,7.391739,1.20E+11,,,-4.269496,55.45835,54.0993,6.148918,11.43764,0.5888228,1.813195,3.892729,1.813195,25.51378,1.23,0.1334057
91,CHL,1998,4,1,Chile,0.81900,0.00000,2.529,2.818,3.534,3.73,1.254,1.467,-1.973,4.218,0,15259.5,2.991,5.11,7.31,55.5,PR,List PR,TRS,0.793,0.86,120,2,,-70.6475,-33.475,High income,IBRD,8372.081,4.180887,1.25E+11,,,-4.778847,54.99531,53.83618,5.644004,11.80759,3.210853,1.631199,3.892729,1.631199,25.55474,1.02,0.3699427
92,CHL,1999,4,0,Chile,0.81900,0.00000,2.529,2.818,3.534,3.73,1.254,1.467,-1.973,4.218,0,14846.4,-1.628,3.34,11.16,,PR,List PR,TRS,0.789,0.854,120,2,,-70.6475,-33.475,High income,IBRD,8247.27,-0.2736314,1.25E+11,,,0.1314063,54.43969,54.69561,11.58924,12.6522,4.454518,1.205971,3.892729,1.205971,25.552,1.77,0.8446178
93,CHL,2000,4,0,Chile,0.81900,0.00000,2.529,2.818,3.534,3.73,1.254,1.467,-1.973,4.332,0,15211.6,4.094,3.84,10.49,52.8,PR,List PR,TRS,0.815,0.879,120,2,,-70.6475,-33.475,High income,IBRD,8555.978,4.971622,1.31E+11,,,-1.147,53.80446,58.71192,6.210892,12.59093,5.245253,1.345472,3.892729,1.345472,25.60052,0.5,0.0612783
94,CHL,2001,4,0,Chile,0.81900,0.00000,2.529,2.818,3.534,3.73,1.254,1.467,-1.973,4.466,1,15448,2.146,3.57,10.39,,PR,List PR,TRS,0.815,0.879,120,2,,-70.6475,-33.475,High income,IBRD,8726.997,3.154035,1.35E+11,73.0817,,-1.538273,52.95238,62.14477,5.872392,12.6431,1.817587,1.272566,3.892729,1.272566,25.63157,0.27,0.0521717
95,CHL,2002,4,1,Chile,0.81900,0.00000,2.111,2.517,3.275,3.526,1.165,1.439,-1.973,4.415,0,15509.8,2.001,2.49,10.17,,PR,List PR,TRS,0.814,0.877,120,2,,-70.6475,-33.475,High income,IBRD,8909.861,3.202799,1.40E+11,74.3461,,-0.8252035,52.11414,62.48385,3.627466,12.74859,0.0487642,0.9122827,3.892729,0.9122827,25.66309,1.08,0.1054964
96,CHL,2003,4,0,Chile,0.81900,0.00000,2.111,2.517,3.275,3.526,1.165,1.439,-1.973,4.174,0,15809.2,3.006,2.81,9.77,51.5,PR,List PR,TRS,0.814,0.877,120,2,,-70.6475,-33.475,High income,IBRD,9233.422,4.723245,1.46E+11,75.83206,,-0.2904203,51.26167,65.69342,5.262875,12.17819,1.520446,1.033184,3.892729,1.033184,25.70924,0.3199999,0.570406
97,CHL,2004,4,0,Chile,0.81900,0.00000,2.111,2.517,3.275,3.526,1.165,1.439,-1.973,3.761,0,16479,6.103,1.05,10.16,,PR,List PR,TRS,0.814,0.877,120,2,,-70.6475,-33.475,High income,IBRD,9748.005,6.674254,1.56E+11,76.74998,,2.847394,50.37521,69.88936,6.860421,11.43021,1.951009,0.0487901,3.892729,0.0487901,25.77385,1.76,0.7479792
98,CHL,2005,4,0,Chile,0.81900,0.00000,2.111,2.517,3.275,3.526,1.165,1.439,-1.973,3.906,1,17137.5,4.647,3.05,9.34,,PR,List PR,TRS,0.821,0.875,120,2,,-70.6475,-33.475,High income,IBRD,10210.06,5.837046,1.65E+11,77.63457,,1.491743,49.47404,72.06253,6.100813,10.95363,0.8372083,1.115142,3.892729,1.115142,25.83058,2,0.4765787
99,CHL,2006,4,1,Chile,0.81900,0.00000,2.249,2.75,3.332,3.685,1.247,1.512,-1.973,3.718,0,17920.8,5.2,3.39,9.02,47.3,PR,List PR,TRS,0.836,0.889,120,2,,-70.6475,-33.475,High income,IBRD,10714.03,6.049991,1.75E+11,78.11333,,4.552927,48.6325,73.71163,4.93122,10.29712,0.212945,1.22083,3.892729,1.22083,25.88933,0.3400002,0.6565151
100,CHL,2007,4,0,Chile,0.81900,0.00000,2.249,2.75,3.332,3.685,1.247,1.512,-1.778,3.646,0,18487.9,3.79,4.41,8.43,,PR,List PR,TRS,0.838,0.889,120,2,,-70.6475,-33.475,High income,IBRD,11147.99,5.168231,1.84E+11,84.07525,,4.301548,47.81057,76.97703,7.808475,10.54596,0.8817596,1.483875,3.161284,1.483875,25.93972,1.02,0.2488403
101,CHL,2008,4,0,Chile,0.81900,0.00000,2.249,2.75,3.332,3.685,1.247,1.512,-1.778,3.555,0,18804,2.426,8.72,9.29,,PR,List PR,TRS,0.839,0.889,120,2,,-70.6475,-33.475,High income,IBRD,11447.13,3.789393,1.91E+11,100.2066,,-3.728374,47.04501,80.67663,10.28206,11.26493,1.378838,2.165619,3.161284,2.165619,25.97691,4.31,0.7189732
102,CHL,2009,4,0,Chile,0.81900,0.00000,2.249,2.75,3.332,3.685,1.247,1.512,-1.778,3.611,1,18184.5,-2.601,0.35,11.31,47,PR,List PR,TRS,0.836,0.886,120,2,,-70.6475,-33.475,High income,IBRD,11199.88,-1.118037,1.89E+11,102.8111,,1.878518,46.38667,66.68603,8.082908,12.86853,4.90743,-1.049822,3.161284,-1.049822,25.96566,8.37,1.603599
103,CHL,2010,4,1,Chile,0.81900,0.00000,2.461,2.745,3.486,3.682,1.311,1.498,-1.493,3.665,0,18909.9,4.75,1.41,8.42,,PR,List PR,TRS,0.839,0.886,120,2,,-70.6475,-33.475,High income,IBRD,11732.73,5.851651,2.00E+11,99.63438,,1.413502,45.86576,69.71768,7.378758,12.54618,6.969688,0.3435897,2.229049,0.3435897,26.02253,1.06,0.3223505
104,CHL,2011,4,0,Chile,0.81900,0.00000,2.461,2.745,3.486,3.682,1.311,1.498,-1.493,3.589,0,19705,5.058,3.34,7.34,46,PR,List PR,TRS,0.842,0.888,120,2,,-70.6475,-33.475,High income,IBRD,12339.26,6.223897,2.13E+11,101.7078,,-2.720065,45.55126,72.48164,10.17612,12.31119,0.3722458,1.205971,2.229049,1.205971,26.08291,1.93,0.2349863
105,CHL,2012,4,0,Chile,0.81900,0.00000,2.461,2.745,3.486,3.682,1.311,1.498,-1.493,3.589,0,20531,4.309,3.01,6.66,,PR,List PR,TRS,0.844,0.891,120,2,,-70.6475,-33.475,High income,IBRD,12973.24,6.15534,2.26E+11,104.264,,-4.430851,45.30875,68.15614,11.74067,12.32593,0.0685568,1.10194,2.229049,1.10194,26.14264,0.3299999,0.0147409
106,CHL,2013,4,0,Chile,0.81900,0.00000,2.461,2.745,3.486,3.682,1.311,1.498,-1.493,3.222,1,21135,3.032,1.79,6.21,45.8,PR,List PR,TRS,0.847,0.891,120,2,,-70.6475,-33.475,High income,IBRD,13271.92,3.308508,2.33E+11,106.1494,,-4.783371,45.17212,65.14329,8.011284,12.78558,2.846832,0.5822156,2.229049,0.5822156,26.1752,1.22,0.4596529
107,CHL,2014,4,1,Chile,0.81900,0.00000,3.046,4.45,3.879,4.688,1.377,1.77,-1.329,3.222,0,21335,0.693,4.72,6.66,,PR,List PR,TRS,0.846,0.887,120,2,,-70.6475,-33.475,High income,IBRD,13367.23,1.79265,2.37E+11,109.0531,,-2.014378,45.16018,65.63463,9.081561,13.22633,1.515859,1.551809,1.766241,1.551809,26.19296,2.93,0.4407415
108,CHL,2015,4,0,Chile,0.81900,0.00000,3.046,4.45,3.879,4.688,1.377,1.77,-1.061,3.513,0,21589,1.106,4.35,6.51,44.4,PR,List PR,TRS,0.834,0.88,120,2,,-70.6475,-33.475,High income,IBRD,13495.01,2.151942,2.43E+11,109.8921,,-2.365088,45.27163,59.34911,8.610073,13.59212,0.359293,1.470176,1.125721,1.470176,26.21425,0.3699999,0.3657913
109,CHL,2016,4,0,Chile,0.81900,0.00000,3.046,4.45,3.879,4.688,1.377,1.77,-1.061,4.13,0,21696,0.372,3.79,6.74,,PR,List PR,TRS,0.836,0.882,120,2,,-70.6475,-33.475,High income,IBRD,13550.81,1.753039,2.47E+11,111.1119,,-1.995238,45.30185,56.05786,4.945322,14.34267,0.3989037,1.332366,1.125721,1.332366,26.23163,0.5599999,0.7505503
110,CHL,2017,4,0,Chile,0.81900,0.00000,,,,,,,-1.061,3.587,1,21650.4,-0.243,2.18,6.96,44.4,PR,List PR,TRS,0.842,0.887,155,2,,-70.6475,-33.475,High income,IBRD,13540.44,1.357695,2.50E+11,113.4422,,-2.331899,45.38284,56.02616,2.217293,14.64871,0.3953434,0.7793249,1.125721,0.7793249,26.24512,1.61,0.3060455
111,CHL,2018,4,0,Chile,0.81900,0.00000,,,,,,,-0.57,3.847,0,22104.8,2.513,2.43,7.23,,PR,List PR,TRS,0.803,0.863,155,2,,-70.6475,-33.475,High income,IBRD,13886.19,3.99003,2.60E+11,117.7661,,-3.940529,45.52589,58.17705,2.626804,14.85647,2.632334,0.8878913,0.3249,0.8878913,26.28424,0.25,0.2077608
112,CHL,2019,4,0,Chile,0.81900,0.00000,,,,,,,0.662,,0,,-0.134,2.56,7.29,,PR,List PR,TRS,0.793,0.813,155,2,,-70.6475,-33.475,High income,IBRD,13828.63,0.7705396,2.62E+11,124.1789,,-3.752372,45.72121,57.52797,4.518054,15.22508,3.21949,0.9400072,0.438244,0.9400072,26.29192,0.1299999,0.3686056
113,COL,1992,5,0,Colombia,0.69325,0.00000,,,,,,,-0.721,,0,7888.1,2.037,27.03,9.44,51.5,PR,List PR,TRS,0.433,0.566,161,5,,-74.082,4.60987,Upper middle income,IBRD,3714.619,4.04493,1.28E+11,25.24216,,1.541793,66.13074,33.61159,1.247368,13.13283,,3.296947,0.519841,3.296947,25.57426,,
114,COL,1993,5,0,Colombia,0.69325,0.00000,,,,,,,-0.721,,0,8180.9,3.377,22.44,7.8,,PR,List PR,TRS,0.434,0.566,161,5,,-74.082,4.60987,Upper middle income,IBRD,3840.068,5.38541,1.35E+11,28.67135,,-3.164035,65.58219,36.17747,1.44341,14.05157,1.34048,3.110845,0.519841,3.110845,25.62671,4.59,0.9187403
115,COL,1994,5,0,Colombia,0.69325,0.00000,,,,,,,-0.721,,1,8447.9,3.839,22.85,8.25,,PR,List PR,TRS,0.434,0.562,163,5,,-74.082,4.60987,Upper middle income,IBRD,3987.482,5.814662,1.43E+11,31.07361,,-4.488146,64.97812,35.91754,1.770423,14.47345,0.4292521,3.128951,0.519841,3.128951,25.68323,0.4099998,0.4218845
116,COL,1995,5,0,Colombia,0.69325,0.00000,,,,,,,0.575,,0,8735.9,3.289,20.9,8.72,,PR,List PR,TRS,0.439,0.566,163,5,,-74.082,4.60987,Upper middle income,IBRD,4118.628,5.202437,1.50E+11,33.66343,,-4.881644,64.29877,35.49723,1.046802,14.94838,0.6122246,3.039749,0.330625,3.039749,25.73394,1.950001,0.4749222
117,COL,1996,5,0,Colombia,0.69325,0.00000,,,,,,,0.575,4.641,0,8770.6,0.253,20.8,11.81,56.9,PR,List PR,TRS,0.435,0.562,163,5,,-74.082,4.60987,Upper middle income,IBRD,4129.05,2.055855,1.53E+11,35.32348,,-4.776899,63.75726,36.04411,3.202628,17.99453,3.146583,3.034953,0.330625,3.034953,25.75429,0.1000004,3.046157
118,COL,1997,5,0,Colombia,0.69325,0.00000,,,,,,,0.575,4.21,0,8952.5,1.655,18.46,12.14,,PR,List PR,TRS,0.435,0.562,163,5,,-74.082,4.60987,Upper middle income,IBRD,4197.396,3.430294,1.58E+11,36.47585,,-5.391469,63.03394,35.59707,5.214928,19.92131,1.374439,2.915606,0.330625,2.915606,25.78802,2.34,1.926781
119,COL,1998,5,1,Colombia,0.69325,0.00000,0.505,0.776,1.579,1.958,0.487,0.758,0.575,5.522,1,8863.3,-1.109,18.68,15,,PR,List PR,TRS,0.43,0.553,161,5,5.403915,-74.082,4.60987,Upper middle income,IBRD,4150.835,0.5697841,1.59E+11,35.21855,5.403915,-4.934416,62.22,35.90892,2.873546,20.30694,2.860509,2.927454,0.330625,2.927454,25.7937,0.2200012,0.385622
120,COL,1999,5,0,Colombia,0.69325,0.00000,0.505,0.776,1.579,1.958,0.487,0.758,0.575,5.522,0,8382.1,-5.764,10.87,20.06,58.7,PR,List PR,TRS,0.425,0.547,161,5,19.06535,-74.082,4.60987,Upper middle income,IBRD,3911.573,-4.204015,1.53E+11,31.65418,19.06535,0.7785269,61.43206,36.14928,1.749593,22.16059,4.773799,2.386007,0.330625,2.386007,25.75075,7.81,1.853657
121,COL,2000,5,0,Colombia,0.69325,0.00000,0.505,0.776,1.579,1.958,0.487,0.758,-0.325,4.17,0,8496.8,1.287,9.22,20.52,58.7,PR,List PR,TRS,0.429,0.553,161,5,17.70902,-74.082,4.60987,Upper middle income,IBRD,3961.93,2.924861,1.57E+11,20.94747,17.70902,0.8463641,60.71275,32.66708,2.439227,16.47285,7.128877,2.221375,0.105625,2.221375,25.77958,1.65,5.687742
122,COL,2001,5,0,Colombia,0.69325,0.00000,0.505,0.776,1.579,1.958,0.487,0.758,-0.145,4.32,0,8528,0.097,7.97,15.04,57.5,PR,List PR,TRS,0.428,0.548,161,5,,-74.082,4.60987,Upper middle income,IBRD,3965.764,1.677898,1.60E+11,21.90661,,-1.059257,59.84369,33.90111,2.588227,16.56623,1.246963,2.075685,0.021025,2.075685,25.79622,1.25,0.09338
123,COL,2002,5,1,Colombia,0.69325,1.00000,0.083,0.711,0.639,1.874,0.166,0.67,0.654,4.423,1,8630.5,0.951,6.35,14.48,56,PR,List PR,TRS,0.412,0.532,166,5,,-74.082,4.60987,Upper middle income,IBRD,4003.466,2.50398,1.64E+11,21.52331,,-1.316001,59.10277,32.98264,2.178065,16.04089,0.8260821,1.848455,0.427716,1.848455,25.82095,1.62,0.5253372
124,COL,2003,5,0,Colombia,0.69325,0.00000,0.083,0.711,0.639,1.874,0.166,0.67,0.654,4.395,0,8855.2,2.394,7.13,13.22,53.6,PR,List PR,TRS,0.421,0.537,166,5,52.53542,-74.082,4.60987,Upper middle income,IBRD,4099.306,3.918272,1.70E+11,21.07623,52.53542,-0.9636352,58.39792,36.51618,1.817908,15.61035,1.414292,1.964311,0.427716,1.964311,25.85939,0.7800002,0.4305468
125,COL,2004,5,0,Colombia,0.69325,0.00000,0.083,0.711,0.639,1.874,0.166,0.67,0.654,4.586,0,9211.3,3.851,5.9,12.74,55,PR,List PR,TRS,0.426,0.542,166,5,,-74.082,4.60987,Upper middle income,IBRD,4257.163,5.333022,1.79E+11,22.19914,,-0.6615446,57.59311,35.86343,2.661083,15.6816,1.41475,1.774952,0.427716,1.774952,25.91134,1.23,0.0712509
126,COL,2005,5,0,Colombia,0.69325,1.00000,0.083,0.711,0.639,1.874,0.166,0.67,0.654,4.68,0,9524.7,3.423,5.05,11.06,53.9,PR,List PR,TRS,0.427,0.541,166,5,,-74.082,4.60987,Upper middle income,IBRD,4402.899,4.828761,1.88E+11,22.75272,,-1.33756,56.63457,37.4227,7.028893,13.95617,0.504261,1.619388,0.427716,1.619388,25.95851,0.8499999,1.725426
127,COL,2006,5,1,Colombia,0.69325,0.00000,1.419,1.444,2.647,2.67,0.884,0.939,0.654,4.75,1,10039.7,5.35,4.29,11.29,,PR,List PR,TRS,0.435,0.555,166,5,,-74.082,4.60987,Upper middle income,IBRD,4638.472,6.716869,2.00E+11,27.32933,,-1.850661,55.66411,39.64136,4.176887,13.88062,1.888108,1.456287,0.427716,1.456287,26.02351,0.7600002,0.075552
128,COL,2007,5,0,Colombia,0.69325,0.00000,1.419,1.444,2.647,2.67,0.884,0.939,0.654,4.585,0,10602.3,5.429,5.55,10.25,,PR,List PR,TRS,0.44,0.562,166,5,,-74.082,4.60987,Upper middle income,IBRD,4890.278,6.738194,2.14E+11,30.56657,,-2.982617,54.52619,37.0989,4.309674,13.73003,0.0213256,1.713798,0.427716,1.713798,26.08872,1.26,0.1505909
129,COL,2008,5,0,Colombia,0.69325,0.00000,1.419,1.444,2.647,2.67,0.884,0.939,0.654,4.585,0,10846.7,2.076,7,10.49,55.3,PR,List PR,TRS,0.448,0.568,166,5,65.24508,-74.082,4.60987,Upper middle income,IBRD,4991.789,3.283446,2.21E+11,31.34288,65.24508,-2.68275,53.31535,39.16765,4.361984,13.14395,3.454748,1.94591,0.427716,1.94591,26.12103,1.45,0.5860834
130,COL,2009,5,0,Colombia,0.69325,0.00000,1.419,1.444,2.647,2.67,0.884,0.939,1.279,4.27,0,10894.1,0.021,4.2,11.29,54.3,PR,List PR,TRS,0.448,0.57,166,5,68.999,-74.082,4.60987,Upper middle income,IBRD,4992.823,1.139649,2.23E+11,30.05885,68.999,-1.907507,52.17625,35.15613,3.457324,13.80414,2.143797,1.435084,1.635841,1.435084,26.13236,2.8,0.6601992
131,COL,2010,5,1,Colombia,0.69325,0.00000,1.339,0.833,2.571,2.028,0.683,0.554,1.082,4.46,1,11191.7,3.403,2.27,10.98,54.6,PR,List PR,TRS,0.489,0.616,165,5,72.45267,-74.082,4.60987,Upper middle income,IBRD,5162.706,4.494659,2.34E+11,32.35296,72.45267,-2.995156,51.18287,34.2646,2.24383,13.76025,3.35501,0.8197798,1.170724,0.8197798,26.17632,1.93,0.0438976
132,COL,2011,5,0,Colombia,0.69325,0.00000,1.339,0.833,2.571,2.028,0.683,0.554,0.645,4.726,0,11788,5.917,3.42,10.11,53.5,PR,List PR,TRS,0.529,0.654,165,5,62.86013,-74.082,4.60987,Upper middle income,IBRD,5468.195,6.947892,2.50E+11,34.95997,62.86013,-2.906308,50.1845,39.47042,4.372986,13.34926,2.453233,1.229641,0.416025,1.229641,26.2435,1.15,0.4109859
