v1,iso3c,year,code_country,ref_y,country,cbi_g,imf,tyh_vote,tyh_seats,dalton_vote,dalton_seats,knutsen_vote,knutsen_seats,vdem_pol,dalton_op,election,gdppc,gdp_growth,inflation,unemployment,gini,pr_system,idea_es_legislature,idea_es_president,lib_dem_index,elect_dem_index,legislativesize,dist_mag_mean,gcdodtotlgdzs,longitude,latitude,income,lending,gdppc_wb,gdpgrowth_wb,gdpconstant_wb,domesticcredit,debt,currentacc,pop,trade,fdi,spending,vol_growth,log_inflation,pol_sq,ln_inflation,log_gdp,vol_inf,vol_spending
295,NIC,2007,12,1,Nicaragua,0.72175,0.00000,4.416,4.487,4.67,4.707,2.062,2.054,0.66,5.853,0,3729.9,3.642,11.13,4.89,,PR,List PR,TRS,0.243,0.492,90,7.6,,-86.2734,12.1475,Lower middle income,IDA,1674.919,5.076702,9.36E+09,32.96296,,-16.25958,64.67039,93.02587,5.141909,14.01836,0.923502,2.409644,0.4356,2.409644,22.96002,1.99,1.147795
296,NIC,2008,12,0,Nicaragua,0.72175,0.00000,4.416,4.487,4.67,4.707,2.062,2.054,0.66,5.988,0,3856.6,2.023,19.83,6.2,,PR,List PR,TRS,0.221,0.468,90,7.6,,-86.2734,12.1475,Lower middle income,IDA,1708.824,3.436374,9.69E+09,31.39037,,-17.06849,63.29546,96.79408,7.382652,13.83823,1.640328,2.987196,0.4356,2.987196,22.99381,8.7,0.1801291
297,NIC,2009,12,0,Nicaragua,0.72175,0.00000,4.416,4.487,4.67,4.707,2.062,2.054,0.66,5.422,0,3772,-4.607,3.69,8.16,43.9,PR,List PR,TRS,0.217,0.469,90,7.6,,-86.2734,12.1475,Lower middle income,IDA,1630.092,-3.29279,9.37E+09,28.46403,,-8.453152,62.03584,86.99339,5.228542,14.49781,6.729163,1.305627,0.4356,1.305627,22.96033,16.14,0.6595831
298,NIC,2010,12,0,Nicaragua,0.69100,0.00000,4.416,4.487,4.67,4.707,2.062,2.054,0.188,5.562,0,3917,3.002,5.46,7.83,,PR,List PR,TRS,0.213,0.466,90,7.6,,-86.2734,12.1475,Lower middle income,IDA,1679.027,4.409646,9.78E+09,26.79023,,-8.874666,60.89005,100.363,5.593335,14.09761,7.702435,1.697449,0.035344,1.697449,23.00348,1.77,0.4002028
299,NIC,2011,12,0,Nicaragua,0.69100,0.00000,4.416,4.487,4.67,4.707,2.062,2.054,0.188,5.584,1,4189,4.894,8.08,,,PR,List PR,TRS,0.207,0.456,90,7.6,,-86.2734,12.1475,Lower middle income,IDA,1761.216,6.317476,1.04E+10,26.20217,,-11.90775,59.74246,111.8272,9.579195,13.59874,1.907831,2.089392,0.035344,2.089392,23.06474,2.62,0.4988642
300,NIC,2012,12,1,Nicaragua,0.69100,0.00000,2.689,2.615,3.644,3.594,1.495,1.454,0.188,5.584,0,4376,5.082,7.19,5.21,,PR,List PR,TRS,0.173,0.391,90,7.6,,-86.2734,12.1475,Lower middle income,IDA,1850.689,6.495258,1.11E+10,28.72567,,-11.72426,58.6737,115.1774,7.365168,13.56847,0.1777816,1.972691,0.035344,1.972691,23.12767,0.8899999,0.0302706
301,NIC,2013,12,0,Nicaragua,0.69100,0.00000,2.689,2.615,3.644,3.594,1.495,1.454,0.188,5.959,0,4527,3.543,7.14,5.28,,PR,List PR,TRS,0.143,0.344,90,7.6,,-86.2734,12.1475,Lower middle income,IDA,1916.279,4.927503,1.16E+10,31.87193,,-12.56854,57.72394,110.9841,8.787233,13.76202,1.567755,1.965713,0.035344,1.965713,23.17577,0.0500002,0.1935415
302,NIC,2014,12,0,Nicaragua,0.69100,0.00000,2.689,2.615,3.644,3.594,1.495,1.454,0.188,5.959,0,4685,3.417,6.04,4.52,46.2,PR,List PR,TRS,0.142,0.339,90,7.6,,-86.2734,12.1475,Lower middle income,IDA,1981.748,4.785816,1.22E+10,33.86112,,-8.028326,56.93484,106.6981,9.063642,14.27969,0.1416864,1.798404,0.035344,1.798404,23.22252,1.1,0.5176773
303,NIC,2015,12,0,Nicaragua,0.69100,0.00000,2.689,2.615,3.644,3.594,1.495,1.454,0.188,5.875,0,4866,3.436,4,4.7,,PR,List PR,TRS,0.14,0.338,90,7.6,,-86.2734,12.1475,Lower middle income,IDA,2049.852,4.792057,1.28E+10,36.85125,,-9.873238,56.31522,98.19417,7.580327,14.05235,0.0062404,1.386294,0.035344,1.386294,23.26932,2.04,0.2273436
304,NIC,2016,12,0,Nicaragua,0.69100,0.00000,2.689,2.615,3.644,3.594,1.495,1.454,0.188,5.841,1,5045,3.224,3.52,3.9,,PR,List PR,FPTP,0.136,0.334,90,7.6,,-86.2734,12.1475,Lower middle income,IDA,2115.946,4.563515,1.33E+10,38.58001,,-8.483313,55.73456,93.81372,7.444632,14.46086,0.2285414,1.258461,0.035344,1.258461,23.31395,0.48,0.4085083
305,NIC,2017,12,1,Nicaragua,0.69100,0.00000,4.672,4.823,4.803,4.88,1.523,1.572,0.188,6.116,0,5214,3.305,3.85,3.3,,PR,List PR,FPTP,0.114,0.297,90,7.6,,-86.2734,12.1475,Lower middle income,IDA,2185.889,4.630795,1.40E+10,42.71416,,-7.160209,55.28116,96.38094,7.510567,14.41058,0.0672803,1.348073,0.035344,1.348073,23.35921,0.3299999,0.0502787
306,NIC,2018,12,0,Nicaragua,0.69100,0.00000,4.672,4.823,4.803,4.88,1.523,1.572,1.443,5.625,0,4952.5,-5.148,4.95,5.2,,PR,List PR,FPTP,0.063,0.241,90,7.6,,-86.2734,12.1475,Lower middle income,IDA,2086.01,-3.363706,1.35E+10,39.85702,,-1.79728,54.91668,93.9845,6.430592,14.80238,7.994501,1.599388,2.082249,1.599388,23.325,1.1,0.3917999
307,NIC,2019,12,0,Nicaragua,0.69100,0.00000,4.672,4.823,4.803,4.88,1.523,1.572,1.443,5.625,0,,-5.054,5.38,,,PR,List PR,FPTP,0.058,0.235,90,7.6,,-86.2734,12.1475,Lower middle income,IDA,1982.629,-3.779889,1.30E+10,33.05769,,5.986519,54.59018,94.67598,3.993129,15.09796,0.4161835,1.682688,2.082249,1.682688,23.28647,0.4300003,0.295579
308,PAN,1992,13,0,Pama,0.21762,1.00000,,,,,,,-0.751,,0,8148.6,5.982,1.82,14.67,,PR,List PR,FPTP,0.533,0.713,72,,,-79.5188,8.99427,High income,IBRD,5839.883,8.20168,1.50E+10,,,-3.285115,66.20817,144.8792,1.871346,15.16649,,0.5988365,0.564001,0.5988365,23.43419,,
309,PAN,1993,13,0,Pama,0.21762,0.00000,,,,,,,-0.751,,0,8450.7,3.305,0.45,13.26,,PR,List PR,FPTP,0.534,0.72,72,,,-79.5188,8.99427,High income,IBRD,6032.879,5.455744,1.59E+10,,,-1.089656,65.12492,139.6792,2.015352,14.44586,2.745936,-0.7985078,0.564001,-0.7985078,23.48732,1.37,0.7206383
310,PAN,1994,13,0,Pama,0.21762,0.00000,,,,,,,-0.751,,1,8549.7,0.76,1.27,14,,PR,List PR,FPTP,0.543,0.725,72,,,-79.5188,8.99427,High income,IBRD,6078.762,2.850147,1.63E+10,,,0.1697758,64.13275,143.609,4.287107,14.1206,2.605597,0.2390169,0.564001,0.2390169,23.51542,0.82,0.3252573
311,PAN,1995,13,0,Pama,0.21762,1.00000,,,,,,,-0.751,,0,8555.8,-0.312,0.99,14.01,57.8,PR,,FPTP,0.546,0.725,72,,,-79.5188,8.99427,High income,IBRD,6059.83,1.751679,1.66E+10,,,-4.915492,63.2583,146.9054,2.938223,14.40789,1.098468,-0.0100503,0.564001,-0.0100503,23.53278,0.28,0.2872925
312,PAN,1996,13,0,Pama,0.21762,0.00000,,,,,,,-0.751,5.825,0,8652.1,1.972,1.26,14.32,,PR,,FPTP,0.546,0.725,72,,,-79.5188,8.99427,High income,IBRD,6179.336,4.079703,1.73E+10,,,-2.03232,62.4502,156.0066,4.339195,14.29526,2.328025,0.2311117,0.564001,0.2311117,23.57277,0.27,0.1126308
313,PAN,1997,13,0,Pama,0.21762,0.00000,,,,,,,-0.751,5.755,0,9054.7,4.311,1.32,13.37,58.2,PR,,FPTP,0.546,0.725,72,1,,-79.5188,8.99427,High income,IBRD,6445.771,6.46099,1.84E+10,,,-4.745588,61.77786,165.3437,12.28964,13.25715,2.381287,0.2776318,0.564001,0.2776318,23.63538,0.0600001,1.038113
314,PAN,1998,13,0,Pama,0.21762,0.00000,,,,,,,-0.751,5.164,0,9560.3,5.189,0.56,14.02,57.5,PR,,FPTP,0.541,0.718,72,1,,-79.5188,8.99427,High income,IBRD,6780.217,7.341501,1.98E+10,,,-8.777169,61.19107,151.2685,11.36194,13.4515,0.8805103,-0.5798185,0.564001,-0.5798185,23.70622,0.7600001,0.1943512
315,PAN,1999,13,1,Pama,0.21762,0.00000,0.097,0.141,0.692,0.835,0.224,0.326,-0.643,5.164,1,9784.7,1.858,1.25,11.75,56.5,PR,,FPTP,0.539,0.716,71,1,,-79.5188,8.99427,High income,IBRD,6906.188,3.917207,2.05E+10,,,-9.552976,60.61314,126.6863,8.602459,13.81275,3.424294,0.2231435,0.413449,0.2231435,23.74465,0.69,0.3612528
316,PAN,2000,13,0,Pama,0.21762,1.00000,0.097,0.141,0.692,0.835,0.224,0.326,-0.643,4.981,0,9898.8,0.711,1.5,13.53,56.6,PR,,FPTP,0.571,0.758,71,1,,-79.5188,8.99427,High income,IBRD,6955.285,2.715374,2.11E+10,,,-5.465651,60.01006,133.9889,6.72783,13.98712,1.201832,0.4054651,0.413449,0.4054651,23.77144,0.25,0.174366
317,PAN,2001,13,0,Pama,0.21762,0.00000,0.097,0.141,0.692,0.835,0.224,0.326,-0.643,5.278,0,9804.6,-1.357,0.31,14.71,56.7,PR,,FPTP,0.576,0.764,71,1,,-79.5188,8.99427,High income,IBRD,6860.949,0.5742728,2.12E+10,,,-1.362181,59.56002,130.0984,4.853618,14.78227,2.141101,-1.171183,0.413449,-1.171183,23.77717,1.19,0.7951498
318,PAN,2002,13,0,Pama,0.21762,0.00000,0.097,0.141,0.692,0.835,0.224,0.326,-0.643,4.636,0,9879.5,0.296,1.01,14.11,56.1,PR,,FPTP,0.576,0.764,71,1,,-79.5188,8.99427,High income,IBRD,6881.251,2.229149,2.17E+10,,,-0.734937,59.01896,121.8519,1.901601,15.71867,1.654876,0.0099503,0.413449,0.0099503,23.79921,0.7,0.9364052
319,PAN,2003,13,0,Pama,0.21762,0.00000,0.097,0.141,0.692,0.835,0.224,0.326,-0.643,5.189,0,10153.8,2.262,0.39,13.62,55.7,PR,,FPTP,0.576,0.764,71,1,,-79.5188,8.99427,High income,IBRD,7036.882,4.205496,2.26E+10,,,-3.91778,58.44728,114.6934,7.671984,14.81471,1.976346,-0.9416085,0.413449,-0.9416085,23.84041,0.62,0.9039612
320,PAN,2004,13,1,Pama,0.21762,0.00000,0.316,0.351,1.25,1.316,0.478,0.525,-0.765,5.316,1,10769.5,5.539,0.47,12.44,54.8,PR,,FPTP,0.583,0.765,78,1,,-79.5188,8.99427,High income,IBRD,7426.651,7.522079,2.43E+10,,,-6.681373,57.93082,123.6526,8.51174,14.43032,3.316584,-0.7550226,0.585225,-0.7550226,23.91293,0.08,0.384388
321,PAN,2005,13,0,Pama,0.21762,0.00000,0.316,0.351,1.25,1.316,0.478,0.525,-0.765,4.72,0,11389.2,5.232,2.86,10.33,53.8,PR,,FPTP,0.577,0.766,78,1,,-79.5188,8.99427,High income,IBRD,7815.225,7.191279,2.60E+10,,,-6.498561,57.50594,135.6943,6.744677,13.94465,0.3308001,1.050822,0.585225,1.050822,23.98238,2.39,0.4856682
322,PAN,2006,13,0,Pama,0.21762,0.00000,0.316,0.351,1.25,1.316,0.478,0.525,-0.765,4.514,0,12195.8,6.684,2.46,9.11,54.6,PR,,FPTP,0.577,0.766,78,1,,-79.5188,8.99427,High income,IBRD,8337.585,8.652466,2.83E+10,,,-2.550372,57.09895,137.8957,16.22949,13.09679,1.461186,0.9001614,0.585225,0.9001614,24.06536,0.3999999,0.8478661
323,PAN,2007,13,0,Pama,0.21762,0.00000,0.316,0.351,1.25,1.316,0.478,0.525,-0.765,3.222,0,13492.4,9.973,4.17,6.78,52.7,PR,,FPTP,0.577,0.766,78,,,-79.5188,8.99427,High income,IBRD,9169.153,11.98398,3.17E+10,,,-7.218262,56.79198,149.5704,10.44328,12.4662,3.331519,1.427916,0.585225,1.427916,24.17855,1.71,0.6305885
324,PAN,2008,13,0,Pama,0.21762,0.00000,0.316,0.351,1.25,1.316,0.478,0.525,-0.765,5.07,0,14467,7.902,8.76,4.87,52.7,PR,,FPTP,0.577,0.766,78,,,-79.5188,8.99427,High income,IBRD,9893.695,9.855655,3.48E+10,,,-10.49814,56.53865,166.6982,9.500757,12.07272,2.12833,2.170196,0.585225,2.170196,24.27254,4.59,0.3934803
325,PAN,2009,13,1,Pama,0.21762,0.00000,0.264,0.301,1.143,1.219,0.432,0.478,-0.661,4.356,1,14515.8,-0.539,2.41,6.56,51.8,PR,,FPTP,0.579,0.767,71,,,-79.5188,8.99427,High income,IBRD,9840.333,1.242992,3.52E+10,,,-0.7825454,56.27658,138.9804,4.003078,11.94875,8.612662,0.8796268,0.436921,0.8796268,24.2849,6.35,0.1239662
326,PAN,2010,13,0,Pama,0.21762,0.00000,0.264,0.301,1.143,1.219,0.432,0.478,-0.661,5.211,0,15169.1,3.984,3.49,3.71,51.6,PR,,FPTP,0.581,0.771,71,,,-79.5188,8.99427,High income,IBRD,10232.36,5.827993,3.73E+10,84.27424,,-10.57361,55.98479,148.275,8.658544,12.61265,4.585001,1.249902,0.436921,1.249902,24.34154,1.08,0.6638956
327,PAN,2011,13,0,Pama,0.21762,0.00000,0.264,0.301,1.143,1.219,0.432,0.478,-0.661,5.402,0,16762,9.398,5.88,2.31,51.3,PR,,FPTP,0.581,0.771,71,,,-79.5188,8.99427,High income,IBRD,11193.99,11.31363,4.15E+10,82.63645,,-13.03861,55.77061,162.4876,12.67247,11.86408,5.485633,1.771557,0.436921,1.771557,24.44872,2.39,0.7485733
328,PAN,2012,13,0,Pama,0.21762,0.00000,0.264,0.301,1.143,1.219,0.432,0.478,-0.661,5.402,0,18051,7.911,5.7,2.39,51.7,PR,,FPTP,0.581,0.771,71,,,-79.5188,8.99427,High income,IBRD,12079.54,9.778828,4.56E+10,81.88718,,-9.238498,55.5174,158.0587,8.364883,10.85562,1.534799,1.740466,0.436921,1.740466,24.54202,0.1800003,1.008451
329,PAN,2013,13,0,Pama,0.21762,0.00000,0.264,0.301,1.143,1.219,0.432,0.478,-0.661,4.5,0,18979,5.097,4.03,2.3,51.5,PR,,FPTP,0.573,0.773,71,,,-79.5188,8.99427,High income,IBRD,12695.24,6.903437,4.87E+10,67.37399,,-8.956141,55.25008,137.6338,8.331141,10.71272,2.875391,1.393766,0.436921,1.393766,24.60878,1.67,0.1429033
330,PAN,2014,13,1,Pama,0.21762,0.00000,0.92,1.03,2.131,2.255,0.846,0.95,-0.661,4.5,1,19855,3.293,2.63,2.72,50.5,PR,,FPTP,0.566,0.767,71,,,-79.5188,8.99427,High income,IBRD,13113.27,5.066613,5.12E+10,83.31196,,-13.37541,55.00393,119.0905,9.984483,10.04137,1.836823,0.9669839,0.436921,0.9669839,24.6582,1.4,0.6713486
331,PAN,2015,13,0,Pama,0.21762,0.00000,0.92,1.03,2.131,2.255,0.846,0.95,-0.661,5.616,0,20723,3.943,0.14,3,50.8,PR,,FPTP,0.58,0.782,71,,,-79.5188,8.99427,High income,IBRD,13630.3,5.73269,5.41E+10,85.50218,,-8.963295,54.7962,99.93656,9.464111,10.28549,0.6660771,-1.966113,0.436921,-1.966113,24.71395,2.49,0.2441216
332,PAN,2016,13,0,Pama,0.21762,0.00000,0.92,1.03,2.131,2.255,0.846,0.95,-0.661,6.156,0,21449,3.17,0.74,3.31,50.4,PR,,FPTP,0.58,0.782,71,,,-79.5188,8.99427,High income,IBRD,14062.44,4.953435,5.68E+10,86.88515,,-7.784233,54.63048,87.40842,9.063311,10.97143,0.7792554,-0.3011051,0.436921,-0.3011051,24.76229,0.6,0.6859322
333,PAN,2017,13,0,Pama,0.21762,0.00000,0.92,1.03,2.131,2.255,0.846,0.95,-0.661,6.345,0,22207,3.807,0.88,3.9,49.9,PR,,FPTP,0.578,0.765,71,,,-79.5188,8.99427,High income,IBRD,14596.74,5.591328,6.00E+10,87.32257,,-6.021352,54.43872,87.42788,6.562514,11.41959,0.6378932,-0.1278334,0.436921,-0.1278334,24.8167,0.14,0.4481611
334,PAN,2018,13,0,Pama,0.21762,0.00000,0.92,1.03,2.131,2.255,0.846,0.95,-0.454,6.141,0,22637.2,1.952,0.76,3.89,49.2,PR,,FPTP,0.558,0.756,71,,,-79.5188,8.99427,High income,IBRD,14880.66,3.685344,6.22E+10,87.03787,,-7.622896,54.24254,89.99051,8.112289,11.54482,1.905984,-0.2744369,0.206116,-0.2744369,24.85289,0.12,0.1252317
335,PAN,2019,13,1,Pama,0.21762,0.00000,0.746,0.871,1.919,2.074,0.733,0.886,-0.744,,1,,1.319,-0.36,4.74,49.8,PR,,FPTP,0.563,0.764,71,,,-79.5188,8.99427,High income,IBRD,15073,2.979715,6.40E+10,86.80291,,-4.97028,54.06646,84.98234,6.645171,11.9059,0.7056291,,0.553536,,24.88225,1.12,0.3610821
364,PRY,1992,14,0,Paraguay,0.37525,0.00000,,,,,,,-1.409,,0,5186.6,-0.836,15.19,4.98,,PR,List PR,FPTP,0.354,0.476,80,,,-57.6362,-25.3005,Upper middle income,IBRD,3879.454,1.696428,1.72E+10,19.96747,,-0.8005673,82.98524,89.49756,1.641652,8.033211,,2.720637,1.985281,2.720637,23.57074,,
365,PRY,1993,14,1,Paraguay,0.37525,0.00000,0.116,0.093,0.757,0.679,0.332,0.287,-1.409,,1,5270.9,2.391,18.21,5.06,,PR,List PR,FPTP,0.368,0.504,80,4.4,,-57.6362,-25.3005,Upper middle income,IBRD,3972.212,4.936359,1.81E+10,23.10539,,0.8152248,82.54089,113.6038,1.034549,8.670014,3.239931,2.901971,1.985281,2.901971,23.61893,3.02,0.6368036
366,PRY,1994,14,0,Paraguay,0.37525,0.00000,0.116,0.093,0.757,0.679,0.332,0.287,-1.409,,0,5305.5,2.822,20.57,4.41,,PR,List PR,FPTP,0.385,0.521,80,4.4,,-57.6362,-25.3005,Upper middle income,IBRD,4084.311,5.317918,1.91E+10,26.8791,,-3.482412,81.88805,123.0793,1.741841,8.883257,0.3815584,3.023834,1.985281,3.023834,23.67074,2.360001,0.2132425
367,PRY,1995,14,0,Paraguay,0.61712,0.00000,0.116,0.093,0.757,0.679,0.332,0.287,-1.409,2.549,0,5463.6,4.346,13.43,3.4,58.2,PR,List PR,FPTP,0.385,0.521,80,4.4,,-57.6362,-25.3005,Upper middle income,IBRD,4261.829,6.82281,2.04E+10,23.96445,,-2.398914,81.02181,118.0641,1.042801,8.871357,1.504892,2.597491,1.985281,2.597491,23.73674,7.139999,0.0118999
368,PRY,1996,14,0,Paraguay,0.61712,0.00000,0.116,0.093,0.757,0.679,0.332,0.287,-1.409,3.895,0,5360.7,-0.729,9.8,8.15,,PR,List PR,FPTP,0.391,0.531,80,4.4,,-57.6362,-25.3005,Upper middle income,IBRD,4230.767,1.573785,2.07E+10,25.78566,,-0.707053,80.07706,103.0353,1.428222,9.626219,5.249025,2.282382,1.985281,2.282382,23.75236,3.63,0.7548618
369,PRY,1997,14,0,Paraguay,0.61712,0.00000,0.116,0.093,0.757,0.679,0.332,0.287,-1.409,4.287,0,5399.4,1.939,6.95,5.36,54.9,PR,List PR,FPTP,0.387,0.529,80,4.4,,-57.6362,-25.3005,Upper middle income,IBRD,4312.791,4.242516,2.16E+10,32.7741,,-5.505976,78.99041,95.93427,2.317057,10.18396,2.668731,1.938742,1.985281,1.938742,23.79391,2.85,0.5577383
370,PRY,1998,14,1,Paraguay,0.61712,0.00000,0.122,0.134,0.776,0.814,0.331,0.363,-1.409,5.025,1,5321.9,-2.082,11.55,4.42,,PR,List PR,FPTP,0.393,0.537,80,4.4,,-57.6362,-25.3005,Upper middle income,IBRD,4223,0.0680378,2.16E+10,24.52193,,1.424684,77.76602,101.6063,3.677994,10.29084,4.174478,2.446686,1.985281,2.446686,23.79459,4.6,0.106884
371,PRY,1999,14,0,Paraguay,0.61712,0.00000,0.122,0.134,0.776,0.814,0.331,0.363,-1.31,5.025,0,5150.4,-3.418,6.75,5.34,54.6,PR,List PR,FPTP,0.394,0.542,80,4.4,,-57.6362,-25.3005,Upper middle income,IBRD,4078.667,-1.36608,2.13E+10,25.05516,,1.569719,76.40652,77.55527,0.9867524,9.890653,1.434117,1.909543,1.7161,1.909543,23.78083,4.8,0.4001884
372,PRY,2000,14,0,Paraguay,0.61712,0.00000,0.122,0.134,0.776,0.814,0.331,0.363,-1.435,4.167,0,4896.4,-4.275,8.98,7.61,,PR,List PR,FPTP,0.402,0.545,80,4.4,,-57.6362,-25.3005,Upper middle income,IBRD,3904.302,-2.314141,2.08E+10,23.7604,,-2.790495,74.92425,78.64473,1.217294,10.40507,0.9480609,2.195,2.059225,2.195,23.75742,2.23,0.5144196
373,PRY,2001,14,0,Paraguay,0.61712,0.00000,0.122,0.134,0.776,0.814,0.331,0.363,-1.435,5.273,0,4918.1,-2.757,7.27,6.21,54.6,PR,List PR,FPTP,0.402,0.545,80,4.4,,-57.6362,-25.3005,Upper middle income,IBRD,3796.678,-0.8340547,2.06E+10,24.16867,,-0.3757297,73.57606,72.6057,1.167635,9.481144,1.480086,1.983756,2.059225,1.983756,23.74904,1.71,0.9239283
374,PRY,2002,14,0,Paraguay,0.61712,0.00000,0.122,0.134,0.776,0.814,0.331,0.363,-1.435,5.178,0,5571.4,-1.892,10.51,9.39,57.3,PR,List PR,FPTP,0.402,0.545,80,4.4,,-57.6362,-25.3005,Upper middle income,IBRD,3724.835,-0.0214044,2.06E+10,20.85563,,8.613076,72.0313,79.44157,1.256208,8.396864,0.8126503,2.352327,2.059225,2.352327,23.74883,3.24,1.08428
375,PRY,2003,14,1,Paraguay,0.61712,1.00000,0.135,0.282,0.817,1.18,0.259,0.331,-1.435,4.662,1,5727,2.45,14.24,6.81,54.9,PR,List PR,FPTP,0.416,0.567,80,4.4,,-57.6362,-25.3005,Upper middle income,IBRD,3816.087,4.320745,2.15E+10,12.68617,,0.221164,70.39073,81.12737,-0.7501917,7.936374,4.34215,2.656055,2.059225,2.656055,23.79113,3.73,0.4604897
376,PRY,2004,14,0,Paraguay,0.61712,0.00000,0.135,0.282,0.817,1.18,0.259,0.331,-1.435,4.658,0,5876.7,2.286,4.32,6.51,52.3,PR,List PR,FPTP,0.438,0.599,80,4.4,,-57.6362,-25.3005,Upper middle income,IBRD,3903.309,4.057418,2.24E+10,12.29681,,-0.101928,68.79737,80.10445,0.9764619,7.587244,0.2633271,1.463255,2.059225,1.463255,23.8309,9.92,0.3491302
377,PRY,2005,14,0,Paraguay,0.61712,0.00000,0.135,0.282,0.817,1.18,0.259,0.331,-1.435,4.737,0,5922.8,0.493,6.81,4.82,51.4,PR,List PR,FPTP,0.438,0.599,80,4.4,,-57.6362,-25.3005,Upper middle income,IBRD,3922.559,2.133491,2.29E+10,12.28089,,-0.6286923,67.32468,85.02197,0.067986,8.118924,1.923928,1.918392,2.059225,1.918392,23.85201,2.49,0.5316801
378,PRY,2006,14,0,Paraguay,0.61712,1.00000,0.135,0.282,0.817,1.18,0.259,0.331,-1.435,4.327,0,6128.6,3.228,9.59,5.28,53,PR,List PR,FPTP,0.44,0.599,80,4.4,,-57.6362,-25.3005,Upper middle income,IBRD,4049.163,4.807117,2.39E+10,11.66829,,1.244477,65.92835,84.73353,1.398421,8.304484,2.673626,2.260721,2.059225,2.260721,23.89897,2.78,0.1855602
379,PRY,2007,14,0,Paraguay,0.61712,0.00000,0.135,0.282,0.817,1.18,0.259,0.331,-1.435,3.399,0,6383.5,3.924,8.13,4.71,53,PR,List PR,FPTP,0.453,0.599,80,4.4,,-57.6362,-25.3005,Upper middle income,IBRD,4208.049,5.421623,2.52E+10,13.71766,,4.362385,64.78832,79.00114,0.5880247,7.671424,0.6145058,2.095561,2.059225,2.095561,23.95176,1.46,0.6330605
380,PRY,2008,14,1,Paraguay,0.61712,0.00000,0.374,0.393,1.359,1.392,0.423,0.456,-1.435,3.922,1,6713,4.91,10.15,4.42,50.7,PR,List PR,FPTP,0.485,0.601,80,4.4,,-57.6362,-25.3005,Upper middle income,IBRD,4420.351,6.496292,2.69E+10,18.7597,,0.535039,63.79192,80.77757,1.210507,7.430068,1.074669,2.317474,2.059225,2.317474,24.0147,2.02,0.2413564
381,PRY,2009,14,0,Paraguay,0.61712,0.00000,0.374,0.393,1.359,1.392,0.423,0.456,-1.51,3.661,0,6376.9,-1.596,2.59,5.46,49.1,PR,List PR,FPTP,0.516,0.643,80,4.4,,-57.6362,-25.3005,Upper middle income,IBRD,4349.674,-0.2611373,2.68E+10,21.58143,,2.482086,62.78149,70.84198,0.6376274,9.137081,6.75743,0.9516578,2.2801,0.9516578,24.01209,7.559999,1.707014
382,PRY,2010,14,0,Paraguay,0.61712,0.00000,0.374,0.393,1.359,1.392,0.423,0.456,-1.51,3.613,0,7139,9.649,4.65,4.57,51,PR,List PR,FPTP,0.517,0.646,80,4.4,,-57.6362,-25.3005,Upper middle income,IBRD,4767.278,11.09523,2.98E+10,25.42414,,0.0209636,61.70063,81.25752,2.543586,9.061376,11.35637,1.536867,2.2801,1.536867,24.11731,2.06,0.0757055
383,PRY,2011,14,0,Paraguay,0.61712,0.00000,0.374,0.393,1.359,1.392,0.423,0.456,-1.51,3.689,0,7377,2.834,8.25,4.67,52.3,PR,List PR,FPTP,0.511,0.637,80,4.4,,-57.6362,-25.3005,Upper middle income,IBRD,4904.147,4.286371,3.11E+10,28.95225,,0.0903601,60.75555,78.49213,1.723622,10.06062,6.80886,2.110213,2.2801,2.110213,24.15928,3.6,0.9992485
384,PRY,2012,14,0,Paraguay,0.61712,0.00000,0.374,0.393,1.359,1.392,0.423,0.456,-1.323,3.689,0,7193,-1.894,3.68,4.09,47.6,PR,List PR,FPTP,0.488,0.615,80,4.4,,-57.6362,-25.3005,Upper middle income,IBRD,4803.05,-0.7080431,3.08E+10,31.5463,,-0.6134734,59.68138,74.76496,2.193021,11.72545,4.994414,1.302913,1.750329,1.302913,24.15217,4.57,1.664824
385,PRY,2013,14,1,Paraguay,0.61712,0.00000,0.004,0.282,0.145,1.181,0.054,0.333,-1.423,3.514,1,8102,6.939,2.68,4.38,47.9,PR,List PR,FPTP,0.418,0.594,80,4.4,,-57.6362,-25.3005,Upper middle income,IBRD,5130.454,8.293077,3.34E+10,34.3779,,1.681179,58.60027,73.36987,0.7894094,11.29975,9.00112,0.9858168,2.024929,0.9858168,24.23184,1,0.4256983
386,PRY,2014,14,0,Paraguay,0.61712,0.00000,0.004,0.282,0.145,1.181,0.054,0.333,-1.535,3.514,0,8382,3.443,5.03,5.03,50.7,PR,List PR,FPTP,0.427,0.602,80,4.4,,-57.6362,-25.3005,Upper middle income,IBRD,5329.37,5.301239,3.52E+10,38.13815,,-0.0131765,57.68952,69.08372,2.038288,11.54885,2.991838,1.61542,2.356225,1.61542,24.2835,2.35,0.249095
387,PRY,2015,14,0,Paraguay,0.61712,0.00000,0.004,0.282,0.145,1.181,0.054,0.333,-1.535,3.304,0,8539,1.705,3.13,4.56,47.6,PR,List PR,FPTP,0.42,0.588,80,4.4,,-57.6362,-25.3005,Upper middle income,IBRD,5413.776,2.957152,3.62E+10,43.34965,,-0.2147526,57.02502,66.94014,1.396273,11.80317,2.344087,1.141033,2.356225,1.141033,24.31264,1.9,0.2543297
